thumb href,tagItemTitle href,tagItemTitle,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),genericItemIntroText (2),specialty_codes href (7),specialty_codes (7),specialty_codes href (8),specialty_codes (8),specialty_codes href (9),specialty_codes (9),genericItemIntroText (3),genericItemIntroText (4),specialty_codes href (10),specialty_codes (10),specialty_codes href (11),specialty_codes (11),specialty_codes href (12),specialty_codes (12),specialty_codes href (13),specialty_codes (13),genericItemIntroText (5),genericItemIntroText (6),genericItemIntroText (7)
https://www.ovations.com.au/speakers/edward-e-scannell,https://www.ovations.com.au/speakers/edward-e-scannell,Edward E Scannell,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,"An active member of the National Speakers Association, Edward E. Scannell has given more than a thousand presentations, seminars and workshops across the U.S. and in several overseas venues. Equally involved in both civic and professional organizations, he has served on the Boards of Directors of a number of groups, including the Tempe Chamber of Commerce, The American Society for Training and D ...",https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/kirsten-schaal,https://www.ovations.com.au/speakers/kirsten-schaal,Kirsten Schaal,,https://www.ovations.com.au/speakers/comedy,COMEDY,,,,,,,,,,,"Kristen Schaal gives Jon Stewart a run for his money as the Senior Women's Issues Commentator on The Daily Show. This female comic also has her own stand-up special Comedy Central Presents ... Kristen Schaal which premiered to record ratings. Although she is perhaps best known as stalker-fan Mel from HBO's Flight of the Conchords, Kristen also appears on the big screen in features such as When i ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/claudia-schiffer,https://www.ovations.com.au/speakers/claudia-schiffer,Claudia Schiffer,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,,,,,,,,,"Claudia Schiffer has established herself as one of the biggest names in fashion and beauty in the world. Discovered in a disco in Hamburg at 17, Claudia shot to success almost immediately as the face of the highly published and iconic 'Guess Jeans' campaigns of the early 90's. Paul Marciano said in E! Forbes Top 15 Supermodel Beauties Who Made Bank, ""The Guess name became really much more known a ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/klauss-schmidt-hebbel,https://www.ovations.com.au/speakers/klauss-schmidt-hebbel,Klauss Schmidt-Hebbel,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,"After twelve years at the World Bank, as senior economist and principal economist, Klaus Schmidt-Hebbel - one of most regarded economists internationally- joined the Organisation for Economic Co-operation and Development as Chief Economist, where he was also the Director of the Economics Department simultaneously. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/denise-scott,https://www.ovations.com.au/speakers/denise-scott,Denise Scott,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/comedy,COMEDY,,,,,,,,,"Denise Scott is a favourite with organisers and audiences. She is also an outstanding comedian, writer, performer and presenter. Denise's comedy skill can add entertainment value to your event whether you're organising a conference, training session, awards night, promotion, dinner or annual general meeting. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/rick-segal,https://www.ovations.com.au/speakers/rick-segal,Rick Segal,,https://www.ovations.com.au/speakers/retail,RETAIL,,,,,,,,,,,"Rick Segel is a Certified Speaking Professional (CSP), consultant, and nationally recognized expert on the topics of retail, marketing, customer service, and downtown redevelopment.
A seasoned retailer of 25 years and the author of over seven books, including How to Become a Preferred Vendor, Laugh & Get Rich, and the best-selling Retail Business Kit for Dummies, Rick is a walking, talking ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/martin-seligman,https://www.ovations.com.au/speakers/martin-seligman,Martin Seligman,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,"Martin Seligman, the founder of the Positive Psychology movement, best selling author and a brilliant speaker.He's doing a lot of work on culture, happiness, performance, engagement, etc.Martin E.P. Seligman, Ph.D., works on positive psychology, learned helplessness, depression, and on optimism and pessimism. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/amartya-sen,https://www.ovations.com.au/speakers/amartya-sen,Amartya Sen,"Amartya Kumar Sen is a distinguished economist-philosopher and a 1998 Nobel Prize winner in Economic Sciences. He is best known for his contributions to welfare economics and his work on famine, human development theory, welfare economics, the underlying mechanisms of poverty, gender inequality, and political liberalism. From 1998 to 2004 he was Master of Trinity College at Cambridge Univers ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Asia,ASIA,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/robin-sharma,https://www.ovations.com.au/speakers/robin-sharma,Robin Sharma,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,,,,,"Robin Sharma is one of the world's top experts on leadership. The author of 11 major international bestsellers including The Leader Who Had No Title, The Greatness Guide Series and The Monk Who Sold His Ferrari, Robin's books have been embraced by people from all walks of life, ranging from CEOs, professional sports superstars to entrepreneurs and educators. A former lawyer with 2 law degrees, ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/peter-sheahan,https://www.ovations.com.au/speakers/peter-sheahan,Peter Sheahan,"After decades of standing in the fire with leaders of high-performing organizations, Peter Sheahan has come to believe that an organization will only go commercially where its leaders first go personally.",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Generations,GENERATIONS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,
,https://www.ovations.com.au/speakers/xiao-hua-shen,Xiao-Hua Shen,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,,,,,,,"Ms. Xiao-Hua Shen is an expert trainer and consultant. She is a Chinese American who grew up in China, but lived in Europe and the USA for nearly 20 years. In the past two decades, Ms. Shen has provided consulting and training services in the areas of cross-cultural communication, language and business communications to many prestigious companies. . ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/peter-shergold,https://www.ovations.com.au/speakers/peter-shergold,Peter Shergold,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,"Peter Shergold is the Macquarie Group Foundation Professor at the Centre for Social Impact (CSI). CSI is a cross-university collaboration between the Business Schools of the University of New South Wales, Melbourne University, Swinburne University of Technology and the University of Western Australia. It delivers business management teaching and research on not-for-profit organisations and social ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/marilyn-sherman,https://www.ovations.com.au/speakers/marilyn-sherman,Marilyn Sherman,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,"Marilyn Sherman: Inspiring people to take action and move forward in their lives and careers! Marilyn Sherman, professional speaker and author, is uniquely qualified to speak to the hearts and minds of your audience members. Marilyn's enthusiasm is contagious and her commitment to helping your people take action, and make something great happen is central to your success. Marilyn Sherman started ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/john-silvester,https://www.ovations.com.au/speakers/john-silvester,John Silvester,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,,,,,,,,,,"Crime reporter and writer John Silvester has written, edited and published more than 30 crime books - including the best selling Underbelly series. His work was used as the basis for the top rating Underbelly television series on Melbourne's Gangland War. He is a regular speaker at police/legal functions including the Police Officers College, homicide squad, arson squad, surveillance branch, spec ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/russell-simmons,https://www.ovations.com.au/speakers/russell-simmons,Russell Simmons,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,"USA TODAY recently named Russell Simmons one of the 'top 25 most influential people of the past 25 years', calling him a 'hip-hop pioneer' for his groundbreaking vision that has influenced music, fashion, finance, television and film, as well as the face of modern philanthropy. Russell Simmons has been instrumental in bringing the powerful influence of hip-hop culture to every facet of business a ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/lynette-simons,https://www.ovations.com.au/speakers/lynette-simons,Lynette Simons,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Negotiation,NEGOTIATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,,,,,"Lynette Simons has been a print, radio and television journalist for The Sydney Morning Herald, the ABC and SBS. She currently runs workshops in Media Management and Conflict Resolution in the public and private sector and teaches Passion Peace and Poetry at Sydney University's Centre for Peace and Conflict Studies.
As Training Manager for SBS for 10 years, Lynette gained specialist expertise ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/jack-singleton,https://www.ovations.com.au/speakers/jack-singleton,Jack Singleton,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/marketing,MARKETING,,,,,,,,,"Jack Singleton is more than a chip off the old block when it comes to creating an industry buzz. Jack Singleton, the son of larrikin adman John, says that when the Jack Watts advertising agency started up in 1998 it was a small business. ""Meaning we didn't have any clients,"" the 33-year-old laughs. These days it's a very different story, with their billings hitting the $52 million mark. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/gemma-sisia,https://www.ovations.com.au/speakers/gemma-sisia,Gemma Sisia,"From God's house to the school house, Gemma Sisia has given many children the gift of education in Tanzania. With only $10 in her bank account, the former Guyra farm girl set up a school in Tanzania for poor but bright African children. Gemma found sponsors and supporters in Australia, and literally helped build the school - brick by brick - on an idyllic piece of land at the foot of Mount Meru in ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/education,EDUCATION,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/sichan-siv,https://www.ovations.com.au/speakers/sichan-siv,Sichan Siv,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,,,,,,,,,,"Sichan Siv embodies the classic American dream come true. A refugee from Cambodia, he came to United States in 1976 with nothing but an education, and was nominated by President George W. Bush in October 2001 and unanimously confirmed by the Senate as the 28th Ambassador to the United Nations Economic and Social Council. From 2001 to 2006, he concurrently represented the United States at the U.N. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/billy-slater,https://www.ovations.com.au/speakers/billy-slater,Billy Slater,,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"The future of rugby league is in good hands with players like Billy Slater in the game. The Queensland excitement machine has been a revelation since he debuted for Melbourne, literally taking the NRL by storm. After a short time in the top grade, Slater has emerged as one of the brightest stars of the competition, with his electrifying pace and sublime footwork making him a standout of the Queens ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/james-smith,https://www.ovations.com.au/speakers/james-smith,James Smith,"James is one of Australia's best live stand up comedians. He has appeared on all of the major television network programs: Rove Live, The Footy Show, The Fat, The Comedy Channel's Headliners and made countless other TV appearances. A banking and finance lawyer by profession, James began performing comedy and public speaking while at Law School. In 1995 he was selected to debate in the World Deba ...",https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/john-smith,https://www.ovations.com.au/speakers/john-smith,John Smith,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Generations,GENERATIONS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,"Dr John Smith: Best-selling author, columnist and commentator. Keynote speaker, Anthropologist, Bikie, Preacher, Businessman, Author, Advocate - these are all Dr. John Smith. His messages on the challenges and contradictions of our times are as powerful as his Harley Davidson at full throttle. A personal friend of Bono from U2 (who dedicated a song to John on their recent Australian tour) and a m ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Social%20Responsibility,SOCIAL RESPONSIBILITY,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/song-division,https://www.ovations.com.au/speakers/song-division,Song Division,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,"Song Division enables corporate teams to achieve results they didn't think were possible. With the guidance of our experienced writers and audio engineers, your team will write and record an original song onto CD. A video clip can also be filmed to accompany the song. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/robert-spector,https://www.ovations.com.au/speakers/robert-spector,Robert Spector,,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,,,,,,,,,"The King of Customer Service and Consumer Culture, Robert Spector is an international speaker and bestselling author of The Nordstrom Way: The Inside Story of America's #1 Customer Service Company - the first and only personal look at how this company became the national standard of customer service. Followed by Lessons from the Nordstrom Way and Category Killers: The Retail Revolution and Its Imp ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/david-speers,https://www.ovations.com.au/speakers/david-speers,David Speers,"David Speers is one of Australia's leading political journalists. As Sky News Australia's Political Editor he hosts ""PM Agenda"" each weekday and regularly 'The Nation' each week. David regularly interviews key political and industry figures at home and abroad. He hosted the only election leaders' debates at the last two federal elections and has hosted many state election debates. David scored a ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/robert-spillane,https://www.ovations.com.au/speakers/robert-spillane,Robert Spillane,,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,"Professor Spillane teaches and writes on philosophy and psychology and their application to management. He examines theories of personality, motivation, managerial values, group dynamics, occupational stress and counseling and their relevance for, and application to management. He is also interested in the history of Western ideas, demonstrating that the field of management, which is of recent ori ...",https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/jana-stanfield,https://www.ovations.com.au/speakers/jana-stanfield,Jana Stanfield,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Singer%20/%20Musician,SINGER / MUSICIAN,,,,,,,,,"Jana Stanfield delights audiences with her ""Keynote Concerts"", a multi-dimensional program which reflects her skills as a television reporter, entertainer and songwriter. She combines laugher, insight and her million-selling songs to deliver a one-of-a-kind program that has been described as ""Sonic Soup for the Soul"". Skilled at entertaining and empowering audiences, Jana has shared stages as an o ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/karl-stefanovic,https://www.ovations.com.au/speakers/karl-stefanovic,Karl Stefanovic,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"Karl Stefanovic is the co-host of the Today Show with Lisa Wilkinson. Originally from Brisbane, Stefanovic was a reporter and back-up presenter for National Nine News in 2000. In 2002, his exclusive reports on the NSW bushfires led to his appointment to the Nine newsroom in Sydney. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/alex-steffen,https://www.ovations.com.au/speakers/alex-steffen,Alex Steffen,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Globalisation,GLOBALISATION,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Social%20Responsibility,SOCIAL RESPONSIBILITY,,,"Writer Alex Steffen, known as one of the world's leading green futurists and a pioneering thinker on global sustainability, is also that rare kind of speaker who can lead his specialized field, yet explain his ideas to the rest of us in accessible, fun and inspiring ways. Steffen's optimistic, solutions-focused talks have wowed hundreds of audiences around the world with their combination of pract ...",,,,,,,,,,,,,,,,,,,
,https://www.ovations.com.au/speakers/john-steffensen,John Steffensen,,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,"One of Australia's most talented track stars, John Steffensen represents an exciting new era in Australian athletics. Steffensen's gold medal winning run at the Melbourne 2006 Commonwealth Games unveiled him as Australia's new athletics hero. The effervescent sprinter cruised to victory in the Men's 400m and spearheaded the 4x400m team to finish the Commonwealth Games with two gold medals. A f ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/rick-stein,https://www.ovations.com.au/speakers/rick-stein,Rick Stein,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Chef,CHEF,,,,,,,,,"Celebrity Chef Rick Stein attributes the success of his achievements to a simple observation ""Nothing is more exhilarating than fresh fish simply cooked"". It was this enthusiasm for seafood that led him to make his first TV cookery series Taste of the Sea in 1995. Since then he has made eight more. Rick has become a joint partner in a hotel and restaurant in NSW about three and a half hours dr ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/jackie-stewart,https://www.ovations.com.au/speakers/jackie-stewart,Jackie Stewart,"Known as ""The Flying Scot"", the former racing driver from Scotland is seen by many as the first truly modern professional racing driver. Jackie has done more than any man before or since to build a business life on the basis of his on-track record. Translating his legendary eye for detail from cockpit to boardroom, he has shared with the automotive industry the rich fruits of his racing experie ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/martha-stewart,https://www.ovations.com.au/speakers/martha-stewart,Martha Stewart,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Chef,CHEF,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,,"Martha Stewart is one of the world's most recognisable brands and greatest entrepreneurs, having turned her personal passion for catering into the billion-dollar Martha Stewart Living Omnimedia empire. It is hard for most of us to imagine how Martha Stewart's business could have grown any bigger or any faster, but it is typical that she can imagine it herself. She had already enjoyed successful ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/curtis-stone,https://www.ovations.com.au/speakers/curtis-stone,Curtis Stone,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"Curtis is a 'young gun' Australian Chef, classically trained in London under the legendary Marco Pierre White. He is the face of a new generation of Chefs. Curtis is an author and presenter of the globally successful cooking/lifestyle program, 'Surfing the Menu', and has one of America's most popular reality/cooking shows titled, 'Take Home Chef'. His success in the US has been phenomenal, with Pe ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/biz-stone,https://www.ovations.com.au/speakers/biz-stone,Biz Stone,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,"Biz Stone is an American entrepreneur and author best known for co-founding Twitter. A progenitor of social networking and blogging, Stone has been developing large scale systems that facilitate the open exchange of information for more than a decade. Having started out as an artist, Stone stresses creativity, learning from mistakes, and celebrating the triumph of humanity over technology. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/ricky-stuart,https://www.ovations.com.au/speakers/ricky-stuart,Ricky Stuart,,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,Coach of both NSW and Sydney Roosters NRL- coach of the year 2002. Acheived utmost success in personal rugby career in numerous representative teams and recieved many awards. ...,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/studio-teambuilding,https://www.ovations.com.au/speakers/studio-teambuilding,Studio Teambuilding,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,"Studio teambuilding is an award winning TV and film production company. Working with major corporate brands and produce all aspects of TV commercials, films, television shows, movie premieres, live events, corporate videos and event highlights and more. Studio Teambuilding offers corporate team building using state-of-the-art technology and best-in-the-business TV and film production profession ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/joe-studwell,https://www.ovations.com.au/speakers/joe-studwell,Joe Studwell,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,"Joe was based in Hong Kong from 1990 to 1993 and in Beijing from 1993 to 2000. In the course of the 1990s he wrote or co-wrote 10 books on China under the EIU imprint. These include the best-sellers Unlocking China: A Key to Investment Regions, Multinationals in China: Winners and Losers and Operating in China: a Survivor's Manual. His book, The China Dream: the Quest for the Greatest Untapped Mar ...",,,,,,,,,,,,,,,,,,,
,https://www.ovations.com.au/speakers/brad-sugars,Brad Sugars,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,,,,,,,,,"Brad Sugars is a world-renowned Australian entrepreneur, author and business coach who has helped more than a million clients around the world find business and personal success. His main company, Action International, started from humble beginnings in the back bedroom of a suburban home in 1993 when Brad started teaching business owners how to grow their sales and marketing results. Now Actio ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/david-suzuki,https://www.ovations.com.au/speakers/david-suzuki,David Suzuki,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,,,,,,,"Passionate environmentalist, scientist and media figure, David is a world leader in sustainable ecology and has received consistent international acclaim and award for his work. He has produced a number of fascinating television series, and authored more than 30 publications. David's self titled Foundation aims to protect the planet by collaborating with a range of research, business, governments ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/ziggy-switkowski,https://www.ovations.com.au/speakers/ziggy-switkowski,Ziggy Switkowski,"Dr Switkowski is a former Chairman of the Suncorp Group, the Australian Nuclear Science and Technology Organisation and Opera Australia. He has previously held positions as Chief Executive Officer of Telstra Corporation Limited and Optus Communications Ltd.",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/magda-szubanski,https://www.ovations.com.au/speakers/magda-szubanski,Magda Szubanski,"Magda Szubanski AO is one of Australia’s most beloved actors, having graced our screens for many years as Sharon Stzelecki in the sitcom Kath & Kim. She has also appeared in the award winning film Babe and its sequel, Happy Feet and even a national tour of Grease: The Arena Spectacular.",https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,"She has received many accolades throughout her career and is a regular in the top ten list of people whom Australian’s most like and trust. She also wrote a book, Reckoning, in 2015 which dealt with her journey of self-acceptance and has helped countless LGBTI+ people and their families.","In 2013, Magda came out on national TV and has been an active and high profile campaigner for LGBTI+ rights ever since. She has become a patron of Twenty10, volunteered at the Orlando concerts in Melbourne and Sydney and has spoken at Marriage Equality fundraisers. In 2017 she was named the Most Talked about Person of 2017 and in 2018 was included in the Vogue Game Changers list for 2018 for her work on the Marriage Equality campaign.",,,,,,,,,"She is a frequent guest on several television shows including The Today Show, Sunrise, ABC Breakfast, The Project, A Current Affair, The Morning Show, Mornings, Studio10 among others.","The Today Show, Sunrise, ABC Breakfast, The Project, A Current Affair, The Morning Show, Mornings, Studio10",
